Airline_Code,SourceAirportCityCountry,DestinationAirportCityCountry
DL,"New Orleans" "United States","Minneapolis" "United States"
DL,"New Orleans" "United States","Salt Lake City" "United States"
DL,"Monterrey" "Mexico","Atlanta" "United States"
DL,"Monterrey" "Mexico","Culiacan" "Mexico"
DL,"Monterrey" "Mexico","Chihuahua" "Mexico"
DL,"Monterrey" "Mexico","Detroit" "United States"
DL,"Monterrey" "Mexico","Guadalajara" "Mexico"
DL,"Monterrey" "Mexico","Las Vegas" "United States"
DL,"Monterrey" "Mexico","San Antonio" "United States"
DL,"Munich" "Germany","Atlanta" "United States"
DL,"Milano" "Italy","New York" "United States"
DL,"Myrtle Beach" "United States","Atlanta" "United States"
DL,"Myrtle Beach" "United States","Boston" "United States"
DL,"Myrtle Beach" "United States","Detroit" "United States"
DL,"Myrtle Beach" "United States","New York" "United States"
DL,"Nassau" "Bahamas","Atlanta" "United States"
DL,"Nassau" "Bahamas","Boston" "United States"
DL,"Nassau" "Bahamas","Detroit" "United States"
DL,"Nassau" "Bahamas","New York" "United States"
DL,"Nice" "France","New York" "United States"
DL,"Nagoya" "Japan","Detroit" "United States"
DL,"Nagoya" "Japan","Agana" "Guam"
DL,"Nagoya" "Japan","Honolulu" "United States"
DL,"Nagoya" "Japan","Manila" "Philippines"
DL,"Niamey" "Niger","Paris" "France"
DL,"Niamey" "Niger","Ouagadougou" "Burkina Faso"
DL,"Tokyo" "Japan","Atlanta" "United States"
DL,"Tokyo" "Japan","Bangkok" "Thailand"
DL,"Tokyo" "Japan","Detroit" "United States"
DL,"Tokyo" "Japan","Agana" "Guam"
DL,"Tokyo" "Japan","Hong Kong" "Hong Kong"
DL,"Tokyo" "Japan","Honolulu" "United States"
DL,"Tokyo" "Japan","New York" "United States"
DL,"Tokyo" "Japan","Los Angeles" "United States"
DL,"Tokyo" "Japan","Manila" "Philippines"
DL,"Tokyo" "Japan","Minneapolis" "United States"
DL,"Tokyo" "Japan","Portland" "United States"
DL,"Tokyo" "Japan","Shanghai" "China"
DL,"Tokyo" "Japan","Babelthuap" "Palau"
DL,"Tokyo" "Japan","Seattle" "United States"
DL,"Tokyo" "Japan","Singapore" "Singapore"
DL,"Tokyo" "Japan","Saipan" "Northern Mariana Islands"
DL,"Tokyo" "Japan","Taipei" "Taiwan"
DL,"Jacksonville NC" "United States","Atlanta" "United States"
DL,"Oakland" "United States","Los Angeles" "United States"
DL,"Oakland" "United States","Salt Lake City" "United States"
DL,"Kahului" "United States","Los Angeles" "United States"
DL,"Kahului" "United States","Sacramento" "United States"
DL,"Oklahoma City" "United States","Atlanta" "United States"
DL,"Oklahoma City" "United States","Detroit" "United States"
DL,"Oklahoma City" "United States","Minneapolis" "United States"
DL,"Oklahoma City" "United States","Salt Lake City" "United States"
DL,"Omaha" "United States","Atlanta" "United States"
DL,"Omaha" "United States","Washington" "United States"
DL,"Omaha" "United States","Detroit" "United States"
DL,"Omaha" "United States","New York" "United States"
DL,"Omaha" "United States","Orlando" "United States"
DL,"Omaha" "United States","Minneapolis" "United States"
DL,"Omaha" "United States","Salt Lake City" "United States"
DL,"Ontario" "United States","Guadalajara" "Mexico"
DL,"Ontario" "United States","Salt Lake City" "United States"
DL,"Chicago" "United States","Amsterdam" "Netherlands"
DL,"Chicago" "United States","Atlanta" "United States"
DL,"Chicago" "United States","Paris" "France"
DL,"Chicago" "United States","Cincinnati" "United States"
DL,"Chicago" "United States","Detroit" "United States"
DL,"Chicago" "United States","Rome" "Italy"
DL,"Chicago" "United States","Guadalajara" "Mexico"
DL,"Chicago" "United States","Seoul" "South Korea"
DL,"Chicago" "United States","New York" "United States"
DL,"Chicago" "United States","New York" "United States"
DL,"Chicago" "United States","London" "United Kingdom"
DL,"Chicago" "United States","Memphis" "United States"
DL,"Chicago" "United States","Mexico City" "Mexico"
DL,"Chicago" "United States","Minneapolis" "United States"
DL,"Chicago" "United States","Salt Lake City" "United States"
DL,"Chicago" "United States","Vancouver" "Canada"
DL,"Chicago" "United States","Calgary" "Canada"
DL,"Norfolk" "United States","Atlanta" "United States"
DL,"Norfolk" "United States","Detroit" "United States"
DL,"Norfolk" "United States","New York" "United States"
DL,"Norfolk" "United States","New York" "United States"
DL,"Norfolk" "United States","Orlando" "United States"
DL,"Norfolk" "United States","Minneapolis" "United States"
DL,"Ouagadougou" "Burkina Faso","Niamey" "Niger"
DL,"Port-au-prince" "Haiti","Atlanta" "United States"
DL,"Port-au-prince" "Haiti","New York" "United States"
DL,"Port-au-prince" "Haiti","Miami" "United States"
DL,"West Palm Beach" "United States","Atlanta" "United States"
DL,"West Palm Beach" "United States","Detroit" "United States"
DL,"West Palm Beach" "United States","New York" "United States"
DL,"Portland" "United States","Amsterdam" "Netherlands"
DL,"Portland" "United States","Atlanta" "United States"
DL,"Portland" "United States","Detroit" "United States"
DL,"Portland" "United States","New York" "United States"
DL,"Portland" "United States","Los Angeles" "United States"
DL,"Portland" "United States","Minneapolis" "United States"
DL,"Portland" "United States","Tokyo" "Japan"
DL,"Portland" "United States","Salt Lake City" "United States"
DL,"Beijing" "China","Detroit" "United States"
DL,"Beijing" "China","Seattle" "United States"
DL,"Port Hartcourt" "Nigeria","Abuja" "Nigeria"
DL,"Newport News" "United States","Atlanta" "United States"
DL,"Philadelphia" "United States","Atlanta" "United States"
DL,"Philadelphia" "United States","Paris" "France"
DL,"Philadelphia" "United States","Cincinnati" "United States"
DL,"Philadelphia" "United States","Detroit" "United States"
DL,"Philadelphia" "United States","New York" "United States"
DL,"Philadelphia" "United States","Minneapolis" "United States"
DL,"Philadelphia" "United States","Raleigh-durham" "United States"
DL,"Philadelphia" "United States","Salt Lake City" "United States"
DL,"Phoenix" "United States","Atlanta" "United States"
DL,"Phoenix" "United States","Detroit" "United States"
DL,"Phoenix" "United States","Hermosillo" "Mexico"
DL,"Phoenix" "United States","New York" "United States"
DL,"Phoenix" "United States","Los Angeles" "United States"
DL,"Phoenix" "United States","Minneapolis" "United States"
DL,"Phoenix" "United States","Salt Lake City" "United States"
DL,"Peoria" "United States","Atlanta" "United States"
DL,"Peoria" "United States","Detroit" "United States"
DL,"Peoria" "United States","Minneapolis" "United States"
DL,"Pocatello" "United States","Salt Lake City" "United States"
DL,"Pittsburgh" "United States","Atlanta" "United States"
DL,"Pittsburgh" "United States","Paris" "France"
DL,"Pittsburgh" "United States","Cincinnati" "United States"
DL,"Pittsburgh" "United States","Detroit" "United States"
DL,"Pittsburgh" "United States","New York" "United States"
DL,"Pittsburgh" "United States","New York" "United States"
DL,"Pittsburgh" "United States","Orlando" "United States"
DL,"Pittsburgh" "United States","Memphis" "United States"
DL,"Pittsburgh" "United States","Minneapolis" "United States"
DL,"Pittsburgh" "United States","Punta Cana" "Dominican Republic"
DL,"Pellston" "United States","Detroit" "United States"
DL,"Providenciales" "Turks and Caicos Islands","Atlanta" "United States"
DL,"Providenciales" "Turks and Caicos Islands","Boston" "United States"
DL,"Providenciales" "Turks and Caicos Islands","New York" "United States"
DL,"Pensacola" "United States","Atlanta" "United States"
DL,"Papeete" "French Polynesia","Los Angeles" "United States"
DL,"Pasco" "United States","Minneapolis" "United States"
DL,"Pasco" "United States","Salt Lake City" "United States"
DL,"Palm Springs" "United States","Minneapolis" "United States"
DL,"Palm Springs" "United States","San Francisco" "United States"
DL,"Palm Springs" "United States","Salt Lake City" "United States"
DL,"Panama City" "Panama","Atlanta" "United States"
DL,"Punta Cana" "Dominican Republic","Atlanta" "United States"
DL,"Punta Cana" "Dominican Republic","Cincinnati" "United States"
DL,"Punta Cana" "Dominican Republic","Detroit" "United States"
DL,"Punta Cana" "Dominican Republic","New York" "United States"
DL,"Punta Cana" "Dominican Republic","Pittsburgh" "United States"
DL,"Providence" "United States","Atlanta" "United States"
DL,"Providence" "United States","Detroit" "United States"
DL,"Shanghai" "China","Detroit" "United States"
DL,"Shanghai" "China","New York" "United States"
DL,"Shanghai" "China","Los Angeles" "United States"
DL,"Shanghai" "China","Tokyo" "Japan"
DL,"Shanghai" "China","Seattle" "United States"
DL,"Shanghai" "China","San Francisco" "United States"
DL,"Puerto Vallarta" "Mexico","Atlanta" "United States"
DL,"Puerto Vallarta" "Mexico","Los Angeles" "United States"
DL,"Puerto Vallarta" "Mexico","Salt Lake City" "United States"
DL,"Rapid City" "United States","Minneapolis" "United States"
DL,"Rapid City" "United States","Salt Lake City" "United States"
DL,"Redmond-Bend" "United States","Salt Lake City" "United States"
DL,"Raleigh-durham" "United States","Atlanta" "United States"
DL,"Raleigh-durham" "United States","Windsor Locks" "United States"
DL,"Raleigh-durham" "United States","Boston" "United States"
DL,"Raleigh-durham" "United States","Baltimore" "United States"
DL,"Raleigh-durham" "United States","Columbus" "United States"
DL,"Raleigh-durham" "United States","Cancun" "Mexico"
DL,"Raleigh-durham" "United States","Cincinnati" "United States"
DL,"Raleigh-durham" "United States","Detroit" "United States"
DL,"Raleigh-durham" "United States","Fort Lauderdale" "United States"
DL,"Raleigh-durham" "United States","Indianapolis" "United States"
DL,"Raleigh-durham" "United States","New York" "United States"
DL,"Raleigh-durham" "United States","Las Vegas" "United States"
DL,"Raleigh-durham" "United States","Los Angeles" "United States"
DL,"Raleigh-durham" "United States","New York" "United States"
DL,"Raleigh-durham" "United States","Orlando" "United States"
DL,"Raleigh-durham" "United States","Memphis" "United States"
DL,"Raleigh-durham" "United States","Minneapolis" "United States"
DL,"Raleigh-durham" "United States","Philadelphia" "United States"
DL,"Raleigh-durham" "United States","Salt Lake City" "United States"
DL,"Raleigh-durham" "United States","Tampa" "United States"
DL,"Siem-reap" "Cambodia","Seoul" "South Korea"
DL,"Rhinelander" "United States","Iron Mountain" "United States"
DL,"Rhinelander" "United States","Minneapolis" "United States"
DL,"Richmond" "United States","Atlanta" "United States"
DL,"Richmond" "United States","Boston" "United States"
DL,"Richmond" "United States","Cincinnati" "United States"
DL,"Richmond" "United States","Detroit" "United States"
DL,"Richmond" "United States","New York" "United States"
DL,"Richmond" "United States","New York" "United States"
DL,"Richmond" "United States","Orlando" "United States"
DL,"Richmond" "United States","Minneapolis" "United States"
DL,"Rock Springs" "United States","Gillette" "United States"
DL,"Rock Springs" "United States","Salt Lake City" "United States"
DL,"Reno" "United States","Salt Lake City" "United States"
DL,"Roanoke VA" "United States","Atlanta" "United States"
DL,"Roanoke VA" "United States","Detroit" "United States"
DL,"Monrovia" "Liberia","Accra" "Ghana"
DL,"Rochester" "United States","Atlanta" "United States"
DL,"Rochester" "United States","Detroit" "United States"
DL,"Rochester" "United States","New York" "United States"
DL,"Rochester" "United States","New York" "United States"
DL,"Rochester" "United States","Minneapolis" "United States"
DL,"Babelthuap" "Palau","Tokyo" "Japan"
DL,"Rochester" "United States","Minneapolis" "United States"
DL,"Fort Myers" "United States","Atlanta" "United States"
DL,"Fort Myers" "United States","Columbus" "United States"
DL,"Fort Myers" "United States","Cincinnati" "United States"
DL,"Fort Myers" "United States","Detroit" "United States"
DL,"Fort Myers" "United States","Indianapolis" "United States"
DL,"Fort Myers" "United States","New York" "United States"
DL,"Fort Myers" "United States","Minneapolis" "United States"
DL,"Roatan" "Honduras","Atlanta" "United States"
DL,"San Salvador" "El Salvador","Atlanta" "United States"
DL,"San Diego" "United States","Atlanta" "United States"
DL,"San Diego" "United States","Detroit" "United States"
DL,"San Diego" "United States","New York" "United States"
DL,"San Diego" "United States","Los Angeles" "United States"
DL,"San Diego" "United States","Minneapolis" "United States"
DL,"San Diego" "United States","Seattle" "United States"
DL,"San Diego" "United States","Salt Lake City" "United States"
DL,"San Pedro Sula" "Honduras","Atlanta" "United States"
DL,"San Antonio" "United States","Atlanta" "United States"
DL,"San Antonio" "United States","Detroit" "United States"
DL,"San Antonio" "United States","New York" "United States"
